content,label
特意把儿子煲好的IE60拿了试了下,0
快递很差,-1
为健康观影保驾护航,0
外形外观：白色的加点彩虹一样的颜色,0
非常美😊,1
非常耐心❤️",1
非常耐斯👌,1
非常讨人喜欢💕,1
非常让人喜欢😊,1
非常贴近我的状👌态,1
非常赞👍,1
非常赞👍家里之前的冰箱有点小了,1
非常迷你😄,1
非常适合女生👍👍,1
非常适合我这种臭美的女生😏,1
非常适合看😜😜😜,1
非常鄙视👎👎👎👎,-1
非常长不错😊",1
#😠骗人的吗我投诉,-1
#🤢🤢🤢,-1
(泽米张帆)❤",1
(给租户买的😂)颜值还挺高的,1
)-♡😊喜欢的程度没法用言语表达,1
)_💑啊对充电速度真的很快,1
*****超棒哈哈哈😁,1
**商家、恶心🤢,-1
**让我彻底伤心💔,-1
日了🐶,-1
日了🐶了,-1
2.自己的苏宁物流慢的像一坨💩（第一天早上八点下单,-1
