content,label
特意把儿子煲好的IE60拿了试了下,0
快递很差,-1
为健康观影保驾护航,0
外形外观：白色的加点彩虹一样的颜色,0
好像有层膜一样,0
还有就是太烫了,-1
一不小心搬起来水就散了,-1
醒来嗓子没那么干了,1
帮我送到五楼,1
一直用的Thinkpad,1
都开到最大了,0
视频了半个小时机身发烫,-1
家里大小物品都在京东自营上买,1
后果很严重,-1
前天下午订,0
第二次购买了,1
送蒸锅,0
因为是老小区没有电梯,0
国产中的战斗机,1
卡的让你怀疑人生,-1
希望别像小米一样让我失望,-1
电视还蛮满意的,1
第一快递问题,0
深圳好多地方都没有,0
服务态度也还可以吧,1
装修还在进行中,0
确实不错用起来手感不错,1
经过滤的水质就是不一样的味道了,1
瘦了,0
我这么信任京东,1
非常感谢开心果小哥哥耐心的为我调试,1
真的特别满意的一次购物,1
买来长按半天喷都喷不出雾来,-1
经济实惠耐用,1
自己想想千元机是什么样的,0
下午5点就到了,1
自从用了1+感觉就爱上了,1
特别适合洗小件的衣物,1
其他特色：后盖的皮质感觉很不错,1
还得自己花钱买,-1
还是有一点瑕疵的,-1
信得过哈,1
没有图片上的炫酷,-1
十足的好店,1
果然信号好多了,1
外形外观：物美价廉,1
一个人抬上来,0
我看了一个多月都没降价,-1
卖来送老婆的,0
物流也很负责任,1
家里人多用大的,0
金属质感超级好,1
因为质量的问题,-1
我平时出差到县城,0
清晰度好渣,-1
安装师傅非常守时服务也很热情,1
我是睡眠不好的类型都可以接受,1
安装也很负责,1
这个必须得给5分,1
其他特色：屏幕四个角有点遮挡,-1
太倒霉了&rdquo,-1
但怕翻车,0
贴上以后手机直接卡的不能用,-1
就是加水不怎么方便,-1
售后说也不存在什么认栽,0
第一次在网上买电视音箱,0
这款不占位置,1
电机安装好有几天了,0
合作都是双向的,0
三是快递员直接楼下一扔就表示签收了,-1
颜色有些冷光需要调节下,0
群里不知有多少美的卧底(证据是朋友圈有大量美的,-1
使用起来还可以,1
相信国产品牌、支持国货,1
家里老人用也不用担心看不清楚,1
有时候连接不上蓝牙,-1
因出国旅游前几天才下单,0
打孔的时候,0
一直都买小米的手机,1
加湿器还是智能的,1
外形外观：非常的精致,1
但是不死心（毕竟音质还是很好不舍得,0
外形外观：第一次在京东上买手机,0
直得买买买,1
预约一个星期也没约到,-1
家电用海尔没错,1
外观一般,0
再也不怕小偷进来啦,1
不过建议32的电视用十个的钻头,0
节省了我很多时间,1
就单用眼去看的话,0
目前还没住进去,0
商家您这是几个意思,-1
正好荣耀系列的返回键都在左边,0
plus会员服务也很到位,1
手机原厂保护膜里居然有灰尘和气泡,-1
1：我的门是一体锁,0
二手的,0
孩子听说是华为的nova,0
后期找人安装,0
价格起码可以接受,0
是想要的电视,1
现在京东服务越来越好了,1
客服说是微软服务器的问题,0
感觉上是不错,1
经装上去了,0
含贴膜和手机壳,0
你在一起吧,0
外形外观：上帝的小米MAX3,0
便携式设计,1
屏幕音效：比9x好很多,1
尤其是大容量的电池,1
我以为14寸很小,0
很好大气别人都以为是上*元钱买的,1
无需兔子,0
由于年前到现在一直都太忙了,0
而且反馈给客服也没人理的,-1
前面我已经买啦两台啦,1
安全补丁是6月,0
价廉场美,1
一开始怕我自己不喜欢这个颜色的,0
为什么后壳没有印着p30的字样,-1
师傅送货速度快,1
比之前用的公斤数大了,1
拍照效果：48M高清摄影是真的很不错,1
很抵,0
电话手表挺不错的,1
现在已经在工作了,0
从电视到送货安装师傅都很好,1
产品质量绝对可以,1
就迫不及待的开始用,1
打开后系统看着也很棒,1
用着觉得还好,1
我问为什么撒谎的时候没客服直接就说：你不想要就退货啊,-1
大概5个月就要更换一次,0
还带JBL音响,1
大气又上档次,1
用分期计息,0
手机买的蓝色,0
这个价格非常不错了,1
不过玩的时候小心手滑,0
在京东买的就是放心,1
7.背光彩色键盘非常好看,1
生怕手不小心压到按钮把手烫了,0
别的那种大屏手机单手没法用啊,-1
我的电视太笨重了,-1
照片以后在追加,0
电话塑料感听强,-1
更换还比较方便的,1
就是新机还需要自己设置很麻烦,-1
外形外观：本人一眼就看上了曲面屏,1
其他功能都正常,1
我只能报一声呵呵,-1
物流第二天就到了评价5个星,1
拿在手里够分量,1
完全满足日常需要,1
有时候会卡屏,-1
从当年最开始的烫手的小米开始就很中意他,1
外形外观：无可挑剔,1
上次买的手柄,0
图片可见,0
他不喜欢大个手机,-1
自己的移动和电信宽带叠加,0
增添了很多麻烦,-1
我换了n个耳机插进去都不是很合适,-1
外形外观：尺寸对我来说正好,1
喜欢很久了,1
比想象的要小,-1
NFC很好用,1
调节火候很方便,1
水箱很大不用老加水,1
从来都没修理过,1
非常好看呀,1
且不会导致IPAD,0
33%的电,0
而且手机也很不错续航巨高充电贼快,1
外形外观：很精巧单手好操作,1
经常需要点确定,-1
国国行正品,1
快递当时回答很简单,0
感觉还挺好用,1
收到还是很满意的,1
能听到滋滋的声音,-1
据说max系列被砍了这手机估计是绝版了,0
之前家里就买的松下,1
完全物超所值,1
比起其他杂牌都要1800+,-1
安装师傅很快就上门安装,1
平A稍微快点技能就黑了,-1
一天不敢怎么用,0
更骚气,1
质地结实,1
快递快捷方便,1
这是一款很实用的手环,1
用得满意,1
比原来的43寸大上一大圈,0
京东配送确实给力,1
现在动不动就高温,-1
那还预定个毛线,-1
娱乐跑分24w,0
用久才知道,0
电视挂上之后居然还能左右滑动,1
买来当工作手机,0
店家的服务态度也很不不错的,1
其他特色：很智能,1
屏幕音效：屏幕指纹速度非常的快,1
摸起来质感也很好,1
这个不静心,-1
还支持货到付款,1
因为这个活动是13号才开始的,0
所以买来试下,0
运行速度：没有话说,1
坐电视正面可以,0
海尔的就是比那些杂牌子强,1
好漂亮哦,1
特别是小键盘,0
聚光与美于一环,1
服务好发货快,1
京东火起来是有原因的,1
支持黑科技,1
一开用的水感觉很干净,1
而且客服建议恢复出厂设置,0
特别是后背板的效果也很炫目,1
关键是商家说送的钢化膜和手机壳一直没送,-1
屏幕坏了一个,-1
就是有点担心超声波对身体有伤害,0
原装货不错,1
还是有很明显的提升的,1
商家赠品也可以,1
牢固扎实,1
总是找不到人,-1
询问客服居然说是暖屏护眼,-1
冬季干燥地区,0
刚到货还没安装好,0
对于入门级的来说,0
主要是服务态度绝佳,1
恒湿功能完全是摆设,-1
很感谢朋友的推荐,1
宝宝房间用的东西还是要求高一点的好,0
240平可以一次搞定,1
并且容易掉漆,-1
这算不算特色,0
师傅来了一个半小时搞定,0
就是没看到耳机,-1
过虑的水比原来的水清好多,1
越升级越慢,-1
大山里面没信号师傅联系不上我专门给我发了短信,1
简直可以媲美2k屏,1
指纹开锁的速度也很快,1
我在想啊,0
买了好几把,1
一贯给力,1
在单位置了一个非常好,1
冰箱不错两人用刚好,1
重作为关注点还是不错的,1
采用6.21英寸水滴屏,0
方便好用的啊,1
内存3+32,0
狂吃鸡,1
肯定快呀,1
史低388,0
家人看过都说好,1
但是觉得不好,-1
明天星期天好好研究再追评.,0
我就等了半个月,-1
杂音很小,1
应该是为了省电,0
手机很好看手感不错,1
这个老公说挺好的,1
老公帮我挑的手机,0
当晚用了这块加湿器早上起来嗓子鼻子再也不干燥疼痛不舒服了,1
出去再也不用担心钥匙的事了,1
买了两个加湿器用着还行吧,1
马上要供暖了家里太干燥了,-1
壶挺好用的,1
感觉没有美的的内机长,-1
我家门不大好装,-1
不过考虑到价格,0
刷入TWRP和Magisk,0
微软新pro,0
日版的电源直接可以用,1
确实是网上推荐过来的,0
就是买来更换滤芯,0
货到后联系安装一周都被推来推去,-1
不过总得来说我还是非常喜欢,1
正好商家在我所在的城市,1
我去专卖店看过一模一样喷雾,0
真想香,0
对老年人来说性能有点浪费,-1
打游戏看电视都很不错,1
还没使用期待,0
4的都没有,-1
很漂亮给妈妈买的,1
手机非常好用,1
和我的荣誉6X差不多,0
颜值挺高的,1
以后有活动我会多来逛逛,1
再便宜点就更好了,0
总之推荐买,1
感觉色彩还可以,1
感觉太贵了啊,-1
我还不上手,0
这价格性价比就一般了,0
物流特给力下次还会再来0,1
去年的小米旗舰机,0
并没有标注有任何机型不能适配,-1
面部解锁很快,1
系统识别还都是错的,-1
自己取东西还好,1
电影四摄,0
嘻嘻,0
我也是醉了,-1
升级了最新系统,1
、视频、拍照、聊天,0
卖家还送了充电宝和数据线,1
感觉蒸汽不是很大,-1
婴儿宝宝小洗衣机,0
但是安装人员还是收费了,-1
好在运输挺快,1
这个牌子我一直很信赖,1
是一款值得购买的电脑,1
反正都在等,0
用后保持在40,0
感觉后发,0
最好的是没有水了自动停止运行,1
如果一个电视购买不到一个月就要拆机,-1
不错值得购买一个产品,1
功能简单操作,1
反光严重,-1
这个笔记本总体来说挺好用的,1
还耐用,1
这是假的九阳,-1
京豆减*,0
我也吐槽一下,-1
送的东西都没用上,-1
贴在了冰箱上,0
好爱阿啊啊啊,1
没有一丝丝损坏,1
京东的东西贼次,-1
说明我家喜欢软糯口感,1
只怪自己孤陋寡闻下单太匆忙,-1
至此感觉问题应该可以解决了,1
其他的十年灯和程序灯会闪但是洗衣机不工作,-1
找客户小韩,0
头发灰尘的都能处理干净,1
送给妈妈的礼物,0
里面到没什么问题,1
表带和原来的一样,0
屏幕音效：屏幕效果现实很好,1
电视给的影院不好应用商店里连爱奇艺都没有,-1
给自己父母哥哥姐姐都买了一个,0
物流快很满意,1
诚信商家,1
海尔的服务应该值得放心,1
已签收,0
但有点问题就是现在音量键没有实体键,-1
跟实体店买的差不多,1
也许是太大了吧,-1
外形外观：手机刚刚收到,0
感觉实惠很多呀,1
屏幕音效：120的屏幕不是盖的,1
水壶很棒,1
用密码的方式也很方便,1
推卸,-1
对于年纪比较大的人来说,0
用的时间久就满足了,1
就是处理器弱了点,-1
在我不管是看视频还是玩游戏的时候,0
只是我的门需要修改,0
指纹反应也好用,1
运行速度：运行速度也ok本来就是看到他的性价比我才买的,1
这也得益于新的处理装置,1
但是拿起来很有手感,1
照像,0
一点不输烂苹果,1
哪天网子漏了直接就换上,0
运行速度：有待使用,0
非常顺滑,1
所以提请设计方选择更好的保温材料,0
外形外观：从8P换过来的,0
不错比自己想象中要好,1
屏幕音效：放音乐有噪音,-1
外形外观：玻璃机身,0
谁知道是这样的,0
新买的耗电居然那么快,-1
换了后正常使用好几天,0
感觉质感很足,1
客户用的,0
也是第一次在京东上买手机,0
人脸认别特别快,1
宝贝不错蛮好,1
出雾量也还讲就,0
节能效果不错,1
蒸汽的比超声波的好多了,1
干活的人来说实慧,1
能监控晚上的睡眠是极好的,1
电视等安装等了一个多星期,0
屏幕音效：想要不到苹果iphone8声音很大,0
一直说请耐心等待,-1
这个价位的,0
有点像二手,-1
但是不包安装,-1
安卓原生系统就是少华为那些自带的垃圾软件,1
这么优质,1
还得买会员,-1
外形外观：感觉像翻新机,-1
一开始还以为便宜没好货,0
就推荐给朋友,1
使用很好不错,1
不推荐从此商家购买商品,-1
还说只有我家这样,-1
不过人脸识别跟灵敏,1
货物迟迟未发出,-1
其实想买单卡的,0
特地买的,0
遥控器有语音支持,1
其他特色：我非常喜欢,1
5G采用了6.7英寸（圆角）的绚丽U视屏,0
还能排在销售前列,1
但重量还算理想,1
卧室晚上睡觉定个时,0
第一次入手一加手机,0
然后走路听歌呼呼的风声,0
我**一星都不想给,-1
没有送耳机难过唉呀,-1
看来称大法是有道理的,0
涵盖了0.6倍的117&deg,1
多任务处理各种app毫无压力,1
总有一个你喜欢的雾气效果,0
超作很方便,1
打字手感好,1
因为之前屋子里非常干燥还热,-1
之前买过这款加湿器很好用,1
拍照效果：手机质量很好,1
脚架漂亮,1
用了一天感觉手机很流畅,1
就是屏幕点击不怎么灵,-1
就到这里买了厂家款,0
且同时适合58mm宽度的热敏纸,1
买来用没几个月电源无法开机,-1
运行速度：较快（性价比高）,1
既然我给的是加厚款的钱,0
手机反应速度也挺快的,1
续航能力：三居室一遍够了,1
同配置的其他都不用这么贵,-1
京东自营的好之前买了非自营的用两天就坏了,1
墙多拐弯多,0
这块屏幕的分辨率相对比较低,-1
对这款松下电视机好失望,-1
特别适合学生,1
海尔服务好评,1
眼镜伸缩自如,1
其他特色：玩游戏是真的香,1
公司用刚好的,1
手机可以就是感觉好像是别人退货的手机,0
和mate2*pr*的深邃蓝的极光色一样,0
比那些功能多的好,1
电磁感觉也不行,-1
后来618的时候降了700,0
华为手机用了几年了,1
交互逻辑还不错,1
手机很不错挺流畅的,1
防盗门密码电子锁已经收到啦,0
特别是自发光屏黑色纯正,1
新电视超清晰,1
该电池的盖略松,-1
:巡演唱会歌一天没什么时候回厂交了一天,0
物流包装也很好,1
较更老款稍好,1
但依然顺手,1
客服说不给不好,-1
送的壳也质量好,1
外形外观：比mate30系列好,1
应该不能卡,0
待机时间：比一般手机要好,1
天气暖和了没用了,0
物流态度良好,1
电视机外观看着高大上,1
拍照效果：杠杠滴、色彩还原度高,1
刚换上用了,0
今天终于安装上了,0
反正一个在校的孩子用应该是足够了这个配置,1
价格很亲民,1
包装都没了,-1
净化功能形同虚设,-1
没有水雾和白点产生,1
感觉耗电特别快,-1
外观设计的很精致,1
主要是快递是真快啊,1
选了好长时间才选定这款,0
京东的购物体验非常好,1
就是一般五金店买不到,-1
如果退还得给*元磨损费,-1
确实缺少一部安卓的手机,0
功能都比较好,1
给父母买的机子,0
朋友有需要的话也推荐给她们用,1
不和别人比,0
很不错的热水瓶,1
待我研究研究,0
下午两点问几点到,0
洗衣机很小巧静音,1
*价格物超所值,1
地面等也清扫了一下,1
老人用用很好,1
运行速度：就两个字#,0
穿墙性能很好,1
触屏反应灵敏,1
产品OK,1
我还是建议买个上加水的会方便更多,0
升级flyme8之后卡顿,-1
但是连续卡,0
看剧看电影超持久,1
相机功能强大,1
冬季太干了总有静电,-1
支架很粗糙,-1
磨光机,0
但貌似有点费水,-1
还是一加好,1
这次的贵点,-1
听歌起来非常舒服,1
其他特色：正面整体性很喜欢,1
还有护眼功能,1
竟然是4800万还是AI三摄,0
外出上班,0
非常棒选一个红色,1
老品牌就是老品牌一切细节工艺都是那么精湛完美,1
例如65寸电视,0
游戏有一点点卡待机时间：一个下午就没电了,-1
送货的人就一个人,0
有点小问题客服也立马解决了,1
买了用一段时间发现真的非常好,1
看片儿也不错,1
一直用的ios,1
需要15到20天,0
其他特色：***谁用谁知道,0
测了一下噪音分贝,0
除水垢的效果确认很明显,1
背景可以运行多个程序,1
罗技品质,0
快递非常好,1
我还以为有多强了,0
后因为我跟客户说买了另一家的同一产品,0
第一次买家电这么上火,-1
想不到今天早上就收到了,1
就是包装有一点简陋啊,-1
这款洗衣机非常满意,1
显示出内敛的气质,1
价格很实惠物流也很快,1
我都无语,-1
遥控器很林敏,1
安装废了点劲,-1
你们的手机就这样,0
其他特色：总的来说还是很不错的,1
做工质量真的没得说了,1
可爱极了,1
下一个还是魅族,0
还顺便陪聊天了,0
步数比手机多很多,1
外观来说很满意,1
笔记本电脑很薄很轻,1
外形外观：完全符合我的审美,1
现在给岳父大人也买一台,1
打开显示也很好,1
^)↗超级喜欢,1
到货后就安装了,0
配置很好总之就是很满意很满意很满意很满意很满意,1
说是产品本身就不带需要自己购买,0
没有耽误安装,1
挺精致优雅的手环,1
京东购物第一次给不好的评价,-1
电视画面清晰音响效果很好,1
送了一个透明护套还可以,1
第二台微鲸,1
这个价值,0
只收到一个耳机,0
其他特色：NFC功能很高端,1
也没有说清楚,-1
笔记本电脑台式机手机耳机无线蓝牙音箱接收发射器,0
我单独拍了一个视频,0
屏幕音效：屏幕跟x感觉没什么区别,0
运行速度：玩游戏不卡顿,1
接受范围,1
效率真是太棒了,1
妈妈用起来很好,1
物品差,-1
还要再买个给女儿用,1
感应效果很好.是正品,1
物流非常棒很好的一次购物,1
年轻人的手指比较灵敏,1
外形外观：屏如果不是水滴屏估计会更好,0
电视已安装到位,0
用几天再来晒图追评,0
后置四摄功能齐全,1
昨天拍的今天到货了,0
把自己调整镜像的功能屏蔽了,0
电费都省了,1
边走边听的感觉再好些就更完美了,0
活动价购买也很实惠,1
京东买了N次东西从来只给星不评论,0
看电影和玩游戏还好,1
运行速度：简直相当快,1
而且很有未来感,1
完全可以满足我的期待,1
很对app,1
对我来说已经不错了,1
会推荐家人朋友购买,1
就像一个乖乖的小宝贝开始干活了,1
还送免费的运费险,1
本来也是作为一个饰品用的,0
颜值高配置高,1
看看区别大不大,0
平常也不玩游戏,0
华为nb,1
保温能力还有提高的空间,-1
超级轻,1
就这种质量吗,-1
开机最慢十几秒,-1
能自动快速切换就可以了,0
适合自己的用机习惯,1
拍照效果：夜景拍照很好看,1
耳机的音质在这个价位没的说,1
给婶子买的,0
睡眠模式声音小点,1
不会买到假的,1
就是屏幕底部偏黄,-1
强烈推荐这款产品,1
买过来,0
显得很商务,1
客服根本就没什么用,-1
不要在#买东西了,-1
根据提示,0
可能会觉得甜,0
这次我买*元货到付款,0
比如摄像头,0
为用户考虑,0
上手感也很好,1
在零下将近30度的情况下,0
再使用一段时间可能感受会更多,0
不知道有没有白色粉末,0
更别来这家店买东西了,-1
颜色漂亮很喜欢,1
挂在客厅里,0
其他特色：很适用,1
下次得放好了,0
跟用了云台一样防抖功能太强大了,1
我电源键按了好几次都没反应,-1
手机比我想象的还好,1
运行速度：刚买回来现在速度还是很快的,1
最差没有之一,-1
运行速度：反应超级灵敏,1
调了很多次很失望,-1
外包装漂亮,1
3.这个锁屏壁纸真是百看不厌,1
绝对是真香机,1
咚地一声响,-1
机器用着不错,1
屏幕音效：一开始不习惯oled屏,-1
其他特色：人脸解锁可算是非常快速了,1
因为我们家乡受水灾道路不通但是他还是帮我送到,0
收到后立刻激活查询保修,0
手机拍照效果还挺好,1
日常足以胜任,1
这个智能锁真的很好,1
不过客服很快给安排了换货,1
水的口感比自来水管出的还甜,1
同样都在京东买的,0
京东购买也非常放心,1
赠品也特别多,1
二次买了,0
货到家发现是坏的我不管你们还是物流原因我要求换货,-1
电池4000毫安,0
后置逆光等多模式下,0
一直用到现在都没有维修过,1
绝对可靠,1
待机时间：6666,1
明早要跑一趟苹果店鉴定,0
50多分钟充满,0
还会来,0
洗衣机容量真的很大,1
影音效果不错,1
但关键是这东西拿到手后有些水印,-1
看上去很好不错,1
还蛮好,1
买个贵点的吧,0
东西也收到了,0
一下午也滤不到一壶水,-1
很完善,1
师傅也在说这款锁卖的特别好,1
就是声音开大了,-1
真是太不结实了,-1
下面三层冷藏,0
全家人都用小米手机,1
手机收到迫不及待就试用了,0
不过电视就是有点慢,-1
之前用的滤水壶是78,0
吃鸡王者都洒洒水啦,1
今天收到的货试用了下,0
很有耐心地解答了我的问题,1
但也不能这么大啊,-1
信号强度中等偏低,0
安装人员不专业,-1
用来测试的,0
这样华为总部会直接管,0
用着很是舒服期待下次购物,1
我就想知道你是怎么想的,0
大品牌就是不一样了,1
其他特色：其他就是系统了,0
外形外观：这是我最喜欢的屏幕没有之一浑然天成完美无瑕,1
重点是可以刷公交卡,1
挂墙的有两种一种一百,0
还是有点芥蒂,-1
一次可以连接好多手机,1
感觉这个4000mA的像是3000mA的一样,-1
商家工作效率很差,-1
等开学了办公室电脑上用了后再来评价,0
这东西真是意外,0
还有4750毫安的电池下续航时间实际体验都属于最顶尖的水准,1
携带非常放便,1
之后就接近普通水壶声音大小了,0
还买家电到京东,0
一层密度板一层夹芯板一穿而过,0
洗涤时非常安静,1
饭的味道不错,1
因为做活动就一次买了三台,1
耳塞带着有点不习惯,-1
游戏都是一款不错的电脑,1
洗衣机外观也好看,1
送给同事的生日礼物,0
很好电池装上就可以用车,1
铝合金锅子掉黑色我也是醉了,-1
很薄、很轻,1
免得坑害消费者,0
真实很喜欢,1
这个是给妈妈买的,0
京东的意思是,0
第二次在京东购买红米note8,1
拍照的摄像头可以自动伸缩,1
教训吧,0
还和我夸说他家的洗衣机声音很小,1
美的师傅很专业,1
不同意就不能用,-1
不知浪费了多少积分,-1
今天刚按装,0
的确是很快,1
到手就立马开箱使用,0
很信任,1
非常棒1其他特色：快速充电,1
大家可以看我拍的图片,0
在自己预期内,0
换上了这款即滤的,0
电池健康给我降到97%,-1
一直以北京快递怎么样来解释,0
所以建议安装师傅有点着急,-1
刚打纸箱,0
